Registro ANS;CNPJ;RazÆo Social;Nome Fantasia;Modalidade;Logradouro;N£mero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endere‡o eletr“nico;Representante;Cargo Representante;Data Registro ANS
316849;4,24653E+13;TELOS - FUNDA€ÇO EMBRATEL DE SEGURIDADE SOCIAL;TELOS - FUNDA€ÇO EMBRATEL DE SEGURIDADE SOCIAL;AutogestÆo;AV PRESIDENTE VARGAS;290;;CENTRO;Rio de Janeiro;RJ;20071000;2;121216000;121216006;prousselet@telos.org.br;PATRICIA BOEHME ROUSSELET;REPRESENTANTE;17/12/1998
419478;1,97267E+13;TEN ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benef¡cios;RUA DOUTOR ALENCAR LIMA;35;SALA 812;CENTRO;Petr¢polis;RJ;25620050;21;35531692;;LEONARDO@UNIMEDICASAUDE.COM;ANTONIO SALVADOR BORGES DOS REIS MONIZ DE ARAGÇO;ADMINISTRADOR;02/09/2014
412759;3,77315E+12;TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA;NORDESTE SAéDE EMPRESARIAL;Medicina de Grupo;AVENIDA CONCÒNTRICA;04;;JARDIM BRASÖLIA;Cama‡ari;BA;42803001;71;36215050;36215050;atendimento@nordestesaude.com.br;ELµDIO GALDINO VILELA DE SOUZA;ADMINISTRADOR;15/12/2000
416193;7,89801E+12;TOP DOCTOR'S ODONTOLOGIA LTDA;;Odontologia de Grupo;RUA BORGES LAGOA;314;;VILA CLEMENTINO;SÆo Paulo;SP;4038000;11;22151538;50812909;;RODRIGO VILELA;SàCIO;11/07/2007
417114;1,03609E+13;TOPDONTO OPERADORA DE PLANO ODONTOLàGICO LTDA;TOPDONTO;Odontologia de Grupo;AVENIDA PROFESSOR MAGALHÇES NETO;1856;9ø ANDAR - S. 909 - ED TK TOWER;PITUBA;Salvador;BA;41810012;71;33111000;33111025;fincanceiro@topdonto.com.br;NELSON GONCALVES DE SENA;DIRETOR COMERCIAL;03/11/2009
422843;3,06253E+13;TRASMONTANO ODONTOLOGIA LTDA;TRASODONTO;Odontologia de Grupo;RUA DA CONSOLA€ÇO;1023;10§ ANDAR;CONSOLA€ÇO;SÆo Paulo;SP;1301000;11;32931515;;ans@trasmontano.com.br;FERNANDO JOS MOREDO;DIRETOR PRESIDENTE;09/07/2021
412252;4,00222E+12;TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA;TUIUIU ADM. DE PLANO DE SAUDE LTDA;Medicina de Grupo;RUA CARVALHO ALVIM;261;PARTE;TIJUCA;Rio de Janeiro;RJ;20510100;21;32949000;;memorialtijuca@memorialtijuca.com.br;FELIPE D'AZEVEDO LEMOS;REPRESENTANTE JUNTO A ANS;14/09/2000
422118;3,55884E+13;UNIÇO ADMINISTRADORA DE BENEFÖCIOS LTDA;;Administradora de Benef¡cios;Rua Copa¡ba;01;sala 2413;Norte µguas Claras;Bras¡lia;DF;71919540;61;991660078;;paulotecprime@gmail.com;ANTONIO PAULO OLIVEIRA DO NASCIMENTO;S¢cio Administrador;12/03/2020
361852;9,07901E+13;UNIAO DE CLINICAS RIO GRANDE LTDA;CENTRO CLINICO;Medicina de Grupo;RUA DR. ERICO POESTER PEIXOTO;65;;PARQUE;Rio Grande;RS;96202230;53;32312266;32312828;centroclinico@centroclinicorg.com.br;ALBERTO LUIZ ALBRECHT MI¥O;DIRETOR PRESIDENTE;22/12/1998
414581;4,74575E+12;UNIÇO MDICA PLANOS DE SAéDE S/A;UNIÇO MDICA;Medicina de Grupo;PRA€A CORONEL TERTULIANO ALMEIDA;05;;CENTRO;Feira de Santana;BA;44001256;75;33225756;33225784;gerencia@uniaomedica.com.br;ANDR RAIMUNDO FRAN€A GUIMARÇES;DIRETOR PRESIDENTE;08/04/2003
418528;1,51561E+13;UNIBEN ADMINISTRADORA DE BENEFICIOS EIRELI;UNIBEN ADMINISTRADORA DE BENEFICIOS EIRELI;Administradora de Benef¡cios;RODOVIA BR 040;68;;EMPRESARIAL PARK SUL ;Matias Barbosa;MG;36120000;32;32364528;;ans@unibenjf.com.br;PAULO CESAR JORGE JUNIOR;S¢CIO-ADMINISTRADOR;24/05/2012
421944;3,33791E+13;éNICA ASSISTENCIA MEDICA LTDA ;;Medicina de Grupo;RUA SANTA GERTRUDES;698;TRREO;CENTRO;Cosm¢polis;SP;13150017;;;;LAR_UNISAL@YAHOO.COM.BR;JULIA DE OLIVEIRA;SOCIO ADMINISTRADOR;03/12/2019
420107;2,42774E+13;UNICONSULT - ADMINISTRADORA DE BENEFICIOS E SERVICOS LTDA;;Administradora de Benef¡cios;AVENIDA DOUTOR CHUCRI ZAIDAN ;1550;25§ ANDAR CONJUNTO 2508;CHµCARA SANTO ANTâNIO;SÆo Paulo;SP;4711130;11;31923974;;Juridico_Regulatorio_3@qualicorp.com.br;ELTON HUGO CARLUCI;REPRESENTANTE;02/05/2016
401072;2,88945E+12;UNIDENTAL- COOPERATIVA UNIÇO DOS DENTISTAS DO ESTADO DO CEARµ;UNIDENTAL;Cooperativa odontol¢gica;RUA VICENTE LINHARES;500;SALAS 606, 607, 608 E 609;ALDEOTA;Fortaleza;CE;60135270;85;34332334;34332332;contato@unidental.com.br;ALINE SILVEIRA BORGES;PRESIDENTE;24/02/1999
413429;4,22299E+12;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;UNIDENTIS ASSISTÒNCIA ODONTOLàGICA LTDA;Odontologia de Grupo;RUA MAXIMIANO FIGUEIREDO;94;SL 00002;CENTRO;JoÆo Pessoa;PB;58013470;83;30443004;30443010;patriciaborgesrdoamaral@hotmail.com;PATRÖCIA BORGES RODRIGUES DO AMARAL;ADMINISTRADORA/DENTISTA;03/04/2001
404942;7,17142E+11;UNIFICA€ÇO DOS DENTISTAS DE ITUVERAVA LTDA;SORRISO UNIDENT;Odontologia de Grupo;AVENIDA JOS ANIBAL SOARES DE OLIVEIRA;1062;;CENTRO;Ituverava;SP;14500000;16;37293710;37293710;sorrisounident_sjb@hotmail.com;ROGERIO BOMBIG;SOCIO;10/06/1999
385255;1,4452E+12;UNIHOSP SAéDE LTDA;UNIHOSP;Medicina de Grupo;RUA LUIS PINTO FLAQUER;457;;CENTRO;Santo Andr‚;SP;9010090;11;44693306;44693300;unihosp@unihospsaude.com.br;CAMILA MENNEH BARUSCO;REPRESENTANTE;16/12/1998
412538;4,08377E+12;UNIHOSP SERVI€OS DE SAéDE S.A;UNIHOSP;Medicina de Grupo;AV.  GETULIO VARGAS;1847;;CANTO DA FABRIL;SÆo Lu¡s;MA;65020300;98;21072100;21072107;unihosp@unihosp-ma.com.br;EVA MARIA OLIVEIRA RODRIGUES;DIRETORA;25/10/2000
306398;8,73004E+13;UNIMED - COOPERATIVA DE SERVI€OS DE SAéDE DOS VALES DO TAQUARI E RIO PARDO LTDA.;;Cooperativa M‚dica;AV. PIRAÖ;155;;SÇO CRISTOVÇO;Lajeado;RS;95913148;51;37147100;37147102;unimedvtrp@unimedvtrp.com.br;DANIEL LUBISCO PANDOLFI;REPRESENTANTE;21/12/1998
313955;7,10867E+13;UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED ALM PARAIBA;Cooperativa M‚dica;RUA ADÇO ARAUJO;181;;PORTO NOVO;Al‚m Para¡ba;MG;36660000;32;34662233;34662233;unimedap@unimedalemparaiba.com.br;CARLOS AUGUSTO MEDEIROS RODRIGUES;DIRETOR PRESIDENTE;17/12/1998
354996;4,29461E+13;UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO;UNIMED ALFENAS;Cooperativa M‚dica;RUA PRESIDENTE ARTUR BERNARDES;189;;CENTRO;Alfenas;MG;37130000;35;37130000;36981021;unimed@unimedalfenas.com.br;CLAUDIO LAUDARES MOREIRA;DIRETOR PRESIDENTE;18/12/1998
324159;5,72149E+13;UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MDICO;UNIMED ALTA MOGIANA;Cooperativa M‚dica;AVENIDA DEZ;685;;CENTRO;Orlƒndia;SP;14620000;16;38204466;38204426;unimedorlandia@unimedorlandia.com.br;MARCELO UTHIDA TUKIYAMA;PRESIDENTE;18/12/1998
343684;8,87323E+13;UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVI€O MDICO LTDA.;UNIMED ALTO DA SERRA;Cooperativa M‚dica;RUA XV DE NOVEMBRO;556;;CENTRO;Vacaria;RS;95200000;54;35111664;32322588;gerencia@unimed-as.com.br;MARIA TEREZA XAVIER AQUINO;PRESIDENTE;23/12/1998
352519;7,22342E+13;UNIMED ALTO JACUÖ/RS - COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA;UNIMED ALTO JACUÖ;Cooperativa M‚dica;RUA FLORES DA CUNHA;530;;SANTA HELENA;Ibirub ;RS;98200000;54;33241462;33241462;unimed@unimedaj.com.br;OROMAR VASCONCELOS SUERTEGARAY;REPRESENTANTE;23/12/1998
341819;7,63923E+11;UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO;UNIMED ALTO PARANAIBA;Cooperativa M‚dica;RUA DOMINGOS LACERDA;1057;;CENTRO;Coromandel;MG;38550000;34;38411620;38411618;unimed310gerencia@gmail.com;NEFTALI PENA NETO;PRESIDENTE;17/12/1998
348261;4,28894E+13;UNIMED ALTO SÇO FRANCISCO COOPERATIVA DE TRABALHO MDICO;UNIMED ALTO SÇO FRANCISCO;Cooperativa M‚dica;RUA DOUTOR TEIXEIRA SOARES;151;;CENTRO;Formiga;MG;35557000;37;33296100;33296100;secretaria@unimedasf.coop.br;IRAMIL ALMADA JéNIOR;DIRETOR PRESIDENTE;17/12/1998
372561;3,81694E+11;UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MDICO;UNIMED ALTO VALE;Cooperativa M‚dica;RUA PREFEITO EUGÒNIO SCHNEIDER;123;;EUGÒNIO SCHNEIDER;Rio do Sul;SC;89167900;47;35313333;35313324;altovale@unimedaltovale.coop.br;ANDR MARQUES VIEIRA;PRESIDENTE;16/12/1998
345598;6,54223E+13;UNIMED AMPARO COOPERATIVA DE TRABALHO MDICO;UNIMED AMPARO;Cooperativa M‚dica;AV. DA SAUDADE;369;;SILVESTRE;Amparo;SP;13900570;19;38087077;38087078;diretoria@unimedamparo.coop.br;ADALTON RAFAEL DE TOLEDO;REPRESENTANTE;18/12/1998
312347;2,66292E+13;UNIMED ANµPOLIS COOPERATIVA DE TRABALHO MDICO.;UNIMED ANµPOLIS;Cooperativa M‚dica;AV. FAYAD HANNA;0000;Q B LT 1,2 E 3;CIDADE JARDIM;An polis;GO;75080410;62;33333300;33333301;juridico@unimedanapolis.com.br;FABIO HENRIQUE SOUZA ALMEIDA;DIRETOR PRESIDENTE;24/12/1998
352861;3,6572E+11;UNIMED ANDRADAS COOPERATIVA DE TRABALHO MDICO;UNIMED ANDRADAS;Cooperativa M‚dica;AVENIDA RICARTI TEIXEIRA;260;;VILA SOUZA;Andradas;MG;37795000;35;30420212;;uniandradas@unimedandradas.coop.br;µLCIO JACINTO CONTTRI;REPRESENTANTE;18/12/1998
348082;5,40124E+13;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MDICO;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MDICO;Cooperativa M‚dica;PRA€A MARTINICO PRADO;71;;CENTRO;Araras;SP;13600680;19;35435300;35435300;ans@unimedararas.com.br;MARCELO TORRENTE SILVA;DIRETOR PRESIDENTE;17/12/1998
358096;8,10645E+13;UNIMED APUCARANA COOPERATIVA DE TRABALHO MDICO;UNIMED APUCARANA;Cooperativa M‚dica;RUA DESEMBARGADOR CLOTARIO PORTUGAL;927;;CENTRO;Apucarana;PR;86800020;43;34208500;34208500;ans@unimedapucarana.coop.br;RIBAMAR LEONILDO MARONEZE;DIRETOR PRESIDENTE;17/12/1998
354325;2,09093E+13;UNIMED ARAGUARI COOPERATIVA DE TRABALHO MDICO ;UNIMED ARAGUARI;Cooperativa M‚dica;AV. CORONEL TEODOLINO PEREIRA DE ARAéJO;801;;CENTRO;Araguari;MG;38440062;34;32425151;32495152;juridico@unimedaraguari.coop.br;WILLIAM GEBRIM JéNIOR;DIRETOR PRESIDENTE;17/12/1998
335215;1,11826E+11;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MDICO LTDA;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MDICO LTDA.;Cooperativa M‚dica;RUA MAJOR FELIX MOREIRA;39;;CENTRO;Araruama;RJ;28970000;22;26659900;26657332;uni290presidente@araruama.unimed.com.br;JOÇO ALCINO DA COSTA ABREU;REPRESENTANTE;21/12/1998
331651;2,59104E+13;UNIMED ARAXµ COOPERATIVA DE TRABALHO MDICO LTDA.;UNIMED ARAXµ;Cooperativa M‚dica;AVENIDA JOAO MOREIRA SALLES;130;;PADRE ALAOR;Arax ;MG;38182264;34;36694900;36694929;unimed@unimedaraxa.com.br;ALONSO GARCIA DE REZENDE;PRESIDENTE;17/12/1998
309087;2,58109E+13;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MDICO LTDA;UNIMED BARBACENA;Cooperativa M‚dica;RUA JéLIO AUGUSTO DE ARAéJO ;224;;BOA MORTE ;Barbacena;MG;36201001;32;33393900;33393243;unimed@unimedbarbacena.coop.br;BENEDITO DE OLIVEIRA VEIGA ;Diretor Presidente;17/12/1998
304468;3,74369E+13;UNIMED BARRA DO GAR€AS - COOPERATIVA DE TRABALHO MDICO;UNIMED ARAGUAIA;Cooperativa M‚dica;RUA XAVANTE;459;;SETOR SUL II;Barra do Gar‡as;MT;78600908;66;34022400;34022400;ans@unimedaraguaia.com.br;DARCYANE DE ASSIS CAVALCANTE FARIA ;PRESIDENTE;24/12/1998
303976;4,20137E+12;UNIMED BELM COOPERATIVA DE TRABALHO MDICO;UNIMED BELM;Cooperativa M‚dica;TRAVESSA CURUZé;2212;;MARCO;Bel‚m;PA;66085823;91;40095272;40095260;ans@unimedbelem.com.br;ANTONIO DELDUQUE DE ARAUJO TRAVESSA;DIRETOR PRESIDENTE;18/12/1998
343889;1,65132E+13;UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MDICO;UNIMED BH;Cooperativa M‚dica;RUA DOS INCONFIDENTES;44;;FUNCIONµRIOS;Belo Horizonte;MG;30140120;31;32296542;32839753;compliance@unimedbh.com.br;JOS AUGUSTO FERREIRA;DIRETOR DE PROVIMENTO DE SAéDE;16/12/1998
334561;8,26248E+13;UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO;UNIMED BLUMENAU;Cooperativa M‚dica;RUA DAS MISSåES;455;;PONTA AGUDA;Blumenau;SC;89051900;47;33318593;33318570;izolde@unimedblumenau.com.br;ALEXANDRE JOS FERREIRA;PRESIDENTE;16/12/1998
304158;1,01699E+13;UNIMED BOA VISTA COOPERATIVA DE TRABALHO MDICO;UNIMED DE BOA VISTA COOP TRABALHO MEDICO;Cooperativa M‚dica;RUA AGNELO BITTENCOURT;192;;CENTRO;Boa Vista;RR;69301430;95;31988424;36231693;secretaria@unimedbv.com.br;WIRLANDE DOS SANTOS DA LUZ;PRESIDENTE;21/12/1998
323357;2,76267E+13;UNIMED CABO FRIO COOPERATIVA TRABALHO MDICO LTDA.;UNIMED CABO FRIO;Cooperativa M‚dica;AV. JULIA KUBITSCHEK;35;LOJA 01;CENTRO;Cabo Frio;RJ;28905000;22;26478080;26452811;unimedcabofrio@mar.com.br;JOS MARCOS BARROSO PILLAR;DIRETOR PRESIDENTE;21/12/1998
346951;1,5699E+12;UNIMED CA€ADOR COOPERATIVA DE TRABALHO MDICO DA REGIÇO DO CONTESTADO;UNIMED CA€ADOR;Cooperativa M‚dica;AVENIDA SANTA CATARINA;303;;CENTRO;Ca‡ador;SC;89500124;49;35614515;35614507;unimed332@cacador.unimedsc.com.br;MµRCIO AURLIO PINHA;PRESIDENTE;17/12/1998
350346;1,14392E+12;UNIMED CACERES COOPERATIVA DE TRABALHO MDICO ;UNIMED CµCERES;Cooperativa M‚dica;RUA CORONEL JOSE DULCE;458;;CENTRO;C ceres;MT;78200000;65;32111200;32111200;ans@unimedcaceres.com.br;NELSON LUIZ DOS SANTOS ROCHA;PRESIDENTE;24/12/1998
344141;2,31417E+12;UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MDICO;UNIMED CAJAZEIRAS - COOPERATIVA DE TRABALHO MDICO;Cooperativa M‚dica;SABINO ASSIS;125;;CENTRO;Cajazeiras;PB;58900000;83;35314222;35314500;unimedcaj@uol.com.br;FRANCISCO XAVIER DE FREITAS PEREIRA;PRESIDENTE;21/12/1998
343765;3,42481E+11;UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO;UNIMED DE CALDAS NOVAS;Cooperativa M‚dica;RUA ANTONIO COELHO DE GODOY;154;;SETOR OESTE;Caldas Novas;GO;75690000;64;34537772;34533370;gerencia@unimedcaldas.com.br;OTAVIANO SILVA;PRESIDENTE;29/12/1998
367397;8,70747E+12;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED CAMPINA GRANDE;Cooperativa M‚dica;RUA CLAYTON ISMAEL;40;;LAURITZEN;Campina Grande;PB;58401393;83;21016500;33106538;unimed@unimed.campinagrande.br;FRANCISCO VIEIRA DE OLIVEIRA;PRESIDENTE;21/12/1998
335690;4,61246E+13;UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MDICO;UNIMED CAMPINAS;Cooperativa M‚dica;AV. BARÇO DE ITAPURA,;1123;;GUANABARA;Campinas;SP;13020901;19;37357101;37357083;presidendcia@unimedcampinas.com.br;JOÇO LIAN JUNIOR;REPRESENTANTE;21/12/1998
367613;4,29392E+13;UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MDICO;UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MDICO;Cooperativa M‚dica;RUA JOÇO PINHEIRO;342;;CENTRO;Campo Belo;MG;37270000;35;38318050;;unimedcb@unimedcampobelo.coop.br;AGUINALDO CAMILO DE ANDRADE;DIRETOR PRESIDENTE;18/12/1998
312851;3,31592E+12;UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MDICO;UNIMED CAMPO GRANDE;Cooperativa M‚dica;RUA GOIAS;695;;JARDIM DOS ESTADOS;Campo Grande;MS;79020101;67;33892664;33892507;apoiojuridico@unimedcg.coop.br;MAURÖCIO SIMåES CORRÒA;DIRETOR PRESIDENTE;23/12/1998
347736;2,63686E+13;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MDICO LTDA;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MDICO;Cooperativa M‚dica;PRA€A CALàGERAS;30;e 36;DµRIO GROSSI;Caratinga;MG;35300004;3;333216622;333216622;unimedcaratinga@unimedcaratinga.com.br;HILDO PACHECO JéNIOR;REPRESENTANTE;17/12/1998
340952;2,44492E+13;UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO;UNIMED CARUARU;Cooperativa M‚dica;AVENIDA ADJAR DA SILVA CAS;800;ED. CARUARU CORPORATE, TERREO E 3§ ANDAR;INDIANµPOLIS;Caruaru;PE;55024740;81;21035068;21035068;contabil@unimedcaruaru.com.br;PEDRO JOS DE OLIVEIRA MELO ;DIRETOR PRESIDENTE;23/12/1998
315648;6,43271E+13;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MDICO LTDA;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MDICO LTDA;Cooperativa M‚dica;AV. MELO VIANA;78;;GRANJARIA;Cataguases;MG;36773010;32;34291400;34221181;contabilidade@unimedcataguases.com.br;ANDRE JOSE ARRIGONI GOMES;REPRESENTANTE LEGAL;17/12/1998
357138;1,60838E+12;UNIMED CENTRO OESTE PAULISTA - FEDERA€ÇO INTRAFEDERATIVA DAS COOPERATIVAS MDICAS;UNIMED CENTRO OESTE PAULISTA - FEDERACAO INTRAFEDERATIVA DAS COO;Cooperativa M‚dica;RUA RIO BRANCO;27-65;;JARDIM PAULISTA;Bauru;SP;17017220;14;21061400;;federacao.regional@unimedcop.coop.br;SULINO TEIXEIRA FORTE;DIRETOR PRESIDENTE;18/12/1998
414573;3,23012E+12;UNIMED CENTRO PAULISTA - FEDERA€ÇO INTRAFEDERATIVA DAS COOPERATIVAS MDICAS;UNIMED CENTRO PAULISTA;Cooperativa M‚dica;AVENIDA AMBROSIO FUMAGALLI;1338;;PQ. EGISTO RAGAZZO;Limeira;SP;13485333;19;34043500;34043510;diretoria@ufecep.com.br;EDER BALLIARI;DIRETOR PRESIDENTE;08/04/2003
320897;3,92108E+13;UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MDICO;UNIMED BARRA DO PIRAÖ;Cooperativa M‚dica;PRA€A OLIVEIRA FIGUEIREDO;50;;CENTRO;Barra do Pira¡;RJ;27120260;24;24477005;24477037;contato@csf.unimed.coop.br;GILSON DE SOUZA LIMA;DIRETOR VICE PRESIDENTE;21/12/1998
354295;8,52833E+13;UNIMED CHAPECà - COOPERATIVA DE TRABALHO MDICO DA REGIÇO OESTE CATARINENSE;UNIMED CHAPECà;Cooperativa M‚dica;RUA PORTO ALEGRE;132;;CENTRO;Chapec¢;SC;89802130;49;33611800;33611800;juridico@unimedchapeco.com.br;WALDIR SAVI JUNIOR;CONSELHO DE ADMINISTRA€ÇO;23/12/1998
345709;2,18395E+13;UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MDICO LTDA;UNIMED CONSELHEIRO LAFAIETE;Cooperativa M‚dica;RUA BIAS FORTES;216;;SÇO SEBASTIÇO;Conselheiro Lafaiete;MG;36406060;31;37631874;;aig@unimedcl.com.br;SEBASTIÇO ALVES DE SOUZA JéNIOR;DIRETOR PRESIDENTE;17/12/1998
324345;9,73885E+13;UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MDICO;UNIMED COSTA DO DESCOBRIMENTO;Cooperativa M‚dica;RUA PE JOAO GUALBERTO DE MAGALHAES;718;;CENTRO;Eun polis;BA;45820645;73;32883646;32818620;gerencia@unimedveracruz.com.br;EUGÒNIO LINS CARVALHO FRANCA;DIRETOR PRESIDENTE;21/12/1998
371106;7,89314E+13;UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MDICO;UNIMED COSTA OESTE;Cooperativa M‚dica;RUA SANTOS DUMONT;2705;CX POSTAL 337;CENTRO;Toledo;PR;85900010;45;32778000;;toledo@unimedcostaoeste.com.br;MANOEL JOAQUIM DE OLIVEIRA;DIRETOR VICE-PRESIDENTE;17/12/1998
311146;3,6541E+13;UNIMED COSTA VERDE RJ;UNIMED COSTA VERDE;Cooperativa M‚dica;RUA MOISES ABRAAO;133;;CENTRO;Itagua¡;RJ;23815460;21;26883993;26883993;unimed@costaverde.unimed.com.br;PAULO WESLEY FERREIRA BRAGAN€A;PRESIDENTE;21/12/1998
342084;3,53373E+12;UNIMED CUIABA COOPERATIVA DE TRABALHO MDICO;UNIMED CUIABµ;Cooperativa M‚dica;RUA BARAO DE MELGA€O;2713;;CENTRO SUL;Cuiab ;MT;78020800;65;36123339;36123144;contato.ans@unimedcuiaba.coop.br;RUBENS CARLOS DE OLIVEIRA JUNIOR;DIRETOR PRESIDENTE;24/12/1998
304701;7,50558E+13;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MDICOS;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MDICOS;Cooperativa M‚dica;AV AFFONSO PENNA;297;;TARUMÇ;Curitiba;PR;82530280;41;30219410;30219233;nucleoans@unimedcuritiba.com.br;RACHED HAJAR TRAYA;DIRETOR PRESIDENTE;21/12/1998
330108;2,61895E+13;UNIMED CURVELO COOPERATIVA DE TRABALHO MDICO LTDA.;UNIMED GERAIS DE MINAS;Cooperativa M‚dica;RUA JOAQUIM FELICIO;116;;CENTRO;Curvelo;MG;35790000;38;37297243;37223168;ans@unimedgm.coop.br;ANTâNIO CARLOS VILELA;DIRETOR PRESIDENTE;16/12/1998
311944;2,62338E+11;UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MDICO;UNIMED DE ADAMANTINA;Cooperativa M‚dica;AVENIDA RIO BRANCO;258;;CENTRO;Adamantina;SP;17800000;18;35024600;;ans@unimedadamantina.com.br;ANTâNIO CARLOS BORSATO;PRESIDENTE;18/12/1998
303844;2,68785E+12;UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MDICO;UNIMED DE ANDRADINA COOPERATIVA DE TRABALHO MEDICO;Cooperativa M‚dica;RUA CUIABA;896;JARDIM SANTO ANTâNIO;CENTRO;Andradina;SP;16901200;18;37024000;37024000;unimed@unimedandradina.com.br;PAULO PEREIRA ASSIS;DIRETOR PRESIDENTE;22/12/1998
369411;5,10932E+13;UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MDICO;UNIMED DE ARACATUBA;Cooperativa M‚dica;RUA RIO DE JANEIRO;357;;VILA MENDON€A;Ara‡atuba;SP;16015150;18;36361300;36361339;diretoria@unimedaracatuba.com.br;FABRICIO TENO CASTILHO BRAGA;PRESIDENTE;18/12/1998
364312;4,52724E+13;UNIMED DE ARARAQUARA - COOP. DE TRAB. MDICO;UNIMED DE ARARAQUARA;Cooperativa M‚dica;RUA CARLOS GOMES;1943;;CENTRO;Araraquara;SP;14801340;16;33031500;33031608;relans@unimedara.com.br;JOS PAULO LUZ LIMA;DIRETOR PRESIDENTE;28/12/1998
358169;1,14813E+12;UNIMED DE ARIQUEMES COOPERATIVA DE TRABALHO MDICO;UNIMED ARIQUEMES;Cooperativa M‚dica;AV. JAMARI;2371;;SETOR 01;Ariquemes;RO;76870163;69;35363119;35355374;administracao@unimedariquemes.com.br;GIL NEY ELOI STABELINI;DIRETOR PRESIDENTE;23/12/1998
300713;5,49912E+13;UNIMED DE ASSIS COOPERATIVA DE TRABALHO MDICO;UNIMED DE ASSIS;Cooperativa M‚dica;AVENIDA WALTER ANTONIO FONTANA;1997;;VILA CLAUDIA;Assis;SP;19815340;18;33023000;33023000;ans@unimed-assis.com.br;ELYSEU PALMA BOUTROS;DIRETOR PRESIDENTE;18/12/1998
304123;5,0368E+13;UNIMED DE AVAR COOPERATIVA DE TRABALHO MDICO;UNIMED DE AVAR;Cooperativa M‚dica;RUA SANTA CATARINA;1981;;ALTO;Avar‚;SP;18708005;14;37117016;37117068;unimed@unimedavare.coop.br;PAULO MASSUD;PRESIDENTE;18/12/1998
330264;2,92902E+13;UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.;UNIMED DE BARRA MANSA;Cooperativa M‚dica;RUA JUIZ ANTONIO CIANNI;55;;CENTRO;Barra Mansa;RJ;27310030;24;21060645;21060630;marco@barramansa.unimed.com.br;JOÇO CARLOS HENRIQUES;DIRETOR PRESIDENTE;21/12/1998
347108;7,19255E+13;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MDICO;UNIMED DE BARRETOS;Cooperativa M‚dica;RUA DEZOITO;275;;CENTRO;Barretos;SP;14780060;17;33210400;33210400;unimedbarretos@unimedbarretos.com.br;JOS EBERLE MARTINS FILHO;PRESIDENTE;18/12/1998
313149;5,26571E+13;UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MDICO;UNIMED DE BATATAIS;Cooperativa M‚dica;RUA DR MANOEL FURTADO;300;;CENTRO;Batatais;SP;14300000;16;37618600;;unimed@unimedbatatais.com.br;ANDRE DOMINGOS PIPPA TOMAZELLA;PRESIDENTE;18/12/1998
